name,address,Phone,price_range_from,price_range_to,cuisines,rating,review_count,excellent_count,very_good_count,average_count,poor_count,terrible_count
Rue Du Liban,"Kala Ghoda Near Keneseth Eliyahoo Synagogue, Mumbai 400023 India",+91 70450 00015,,,"Lebanese, Mediterranean, Middle Eastern",4.5,44,20,16,3,2,0
Ruha Kitchen & Bar,"Orchard Avenue, Mumbai 400076 India",+91 91678 47527,,,"Bar, Asian, Indian",4,17,5,7,3,2,0
Ruka,"A B Nair Road Ground Floor, Ramee Guestline Hotel, Juhu, Mumbai 400049 India",+91 84528 95640,1000,1500,"Japanese, Sushi, Asian, Thai, Malaysian",4,40,18,13,7,0,1
Rule34,"148, C/D, Charkop Rd, Charkop Industrial Estate, Kandivali, W,, Mumbai 400067 India",+91 93249 67629,800,1200,"Indian, Contemporary",5,16,14,2,0,0,0
Rumours Lounge,"A S Marg, Near Marine Shipping Corporation, Opposite Powai Lake, Powai Near Marine Shipping Corporation, Opposite Powai Lake, Mumbai 400076 India",+91 77188 30888,,,"Bar, Chinese, Indian, Pizza, Pub",3.5,74,14,38,11,7,4
Rustico,"48 Bank Street Ground Floor, 1 Khatau Building Opposite Old Custom House, Mumbai 400001 India",,,,"Indian, Asian",4,16,3,8,4,1,0
Rustico,"Near Options Mall Juhu, Mumbai 400049 India",+91 99873 46922,,,Asian,4,8,2,4,1,1,0
Saayba Hotel Restaurant,"Shop 1 & 2, Zarina Cooperative Housing Society, SV Road, Jama Masjid, Bandra Talao, Bandra West Opposite Bandra Masjid, Bandra West, Mumbai 400050 India",+91 97699 48214,,,"Indian, Seafood",4,38,15,19,2,2,0
Sabkuchh Food Plaza,"Railway Station, Churchgate CST Railway Station, Fort, Mumbai 400001 India",+91 22 3226 2028,,,"Fast food, Asian",4,12,3,5,4,0,0
Saboro,"195 J Tata Road Ground Floor, Motimahal, Mumbai 400020 India",+91 22 3312 6871,,,,4.5,4,2,2,0,0,0
Sadanand Coffee House,"Dr R G Thadani Marg Dr R G Thadani Marg Woril Seaface Century Mill, Mumbai 400030 India",+91 22 2492 7009,,,"Indian, Fast food",4,21,4,12,4,0,1
Sadguru,"Acharya Shopping Centre, Dr CG Road, Chembur, Mumbai 400071 India",+91 22 2520 4540,,,"Indian, Chinese, Fast food, Asian",4.5,36,14,18,3,1,0
Sadguru PavBhaji Center,"Chembur Station, Mumbai 400071 India",,371,742,"Indian, Fast food, Asian",4,67,25,30,10,2,0
Sadguru Veg Diet,"78, Ground Floor Jewel Of Chembur Building, Opposite BMC Office, Chembur, Mumbai 400071 India",+91 22 2528 3755,,,"Indian, Asian, Fast food",4.5,30,16,9,3,1,1
Sadichha,"B5 Shop No Near New Saibaba Temple, Mumbai 400051 India",+91 22 2641 9932,,,"Indian, Seafood",4,24,8,13,1,1,1
Saffron,"Juhu Tara Road JW Marriott, Mumbai 400049 India",+91 22 6693 3225,2226,3190,Indian,4.5,339,240,55,23,8,8
Saffron Eatery and Bar,"Jogeshwary Vikhroli Kink Road Opp. Kamal Amrohi Studio, Mumbai 400065 India",+91 22 2831 2727,,,"Wine Bar, Central Asian, Indian",4,19,3,10,6,0,0
Saffron Spice,"Aura Grande Hotel, 34/21, Central Road, MIDC, Andheri East, Mumbai 400093 India",+91 22 6688 0909,,,"Indian, Asian",4,22,6,10,4,1,1
Saffron Spice,"34 Saffron House Midc Saffron House, Andheri East, Mumbai 400069 India",+91 22 6688 0909,,,"Indian, Asian",3.5,30,8,13,4,3,2
Saffron Spice Restaurant,"ADS Marg Above Pizza Hut, Sentinel Building, Powai, Mumbai 400076 India",25703838,,,"Indian, Thai",3.5,34,3,19,7,2,2
Sagar Chinese,"10th Road, JVPD, Opposite Sukhmani Society, Juhu, Mumbai 400049 India",+91 22 2624 9077,,,Chinese,4,9,3,3,3,0,0
Sahakar,"Opposite Regal Cinema, Mumbai 400001 India",,,,Indian,4,10,4,3,3,0,0
Sahara Sagar,"10, Lancelot Building, Ground Floor, SV Road Opposite Shastri Nagar, Opposite Kalyan Jewellers, Borivali West, Mumbai 400092 India",+91 22 2808 7224,,,,4,9,3,3,3,0,0
Sahibaan,"3 Turnur Road Carlon Court, Opposite To Hong Kong Bank, Colaba Po, Mumbai 400005 India",26052378,,,Asian,5,4,3,1,0,0,0
Sahkari Bhandar,"Majestic Building Ground Floor Near Regal Cinema, Mumbai 400005 India",+91 22 2288 6677,,,"Indian, Fast food",4,42,11,15,9,2,0
Sai Sagar,"64 Sai Sagar Chapel Road Behind Lalavati Hospital, Bandra Reclamation, Bandra West, Mumbai 400050 India",26413629,,,"Indian, Fast food, Asian",4.5,17,7,8,2,0,0
Sai Veg World,"Nilgiri Building, Ground Floor Goregaon East, Opposite Railway Station, Mumbai 400066 India",+91 22 4511 1839,,,Indian,4,29,9,16,3,1,0
Sai Vej World,"Station Road Goregaon East, Opposite To Goregaon Railway Station, Mumbai 400063 India",+91 22 2686 6953,,,"Indian, Asian, Chinese, Pizza, Fast food",4.5,14,7,7,0,0,0
Saidev Veg Restaurant,"59 Silver Belle, Mumbai 400059 India",+91 22 2839 0654,,,Asian,4,13,4,5,4,0,0
Sainath Dhaba,"Chembur Colony Dr C G Road Near Gulf Club, Mumbai 400071 India",+91 96196 20101,,,,4,7,5,0,1,0,1
Salt Water Cafe,"Ground Floor Near Mount Carmel Church 87 Chapel Road, Mumbai 400050 India",+91 22 2643 4441,,,"Cafe, European, Contemporary",4,325,108,145,38,8,9
Salt Water Cafe,"82 Nagin Mahal Veer Nariman Road, Mumbai 400020 India",+91 22 3003 8033,,,"Cafe, European, Contemporary",4,160,41,87,19,4,3
Salt Water Grill Restaurant,"Veer Nariman Road Churchgate, Mumbai 400020 India",23685485,,,,4,21,4,11,4,2,0
Saltwater Bar and Restaurant,"Hill Street, Mumbai 400050 India",23685485,,,"Indian, Seafood, International, Mediterranean, European",4.5,30,12,16,1,0,0
SamBar Pub & Kitchen,"8 Vora Building, 3rd Road, Khar, Mumbai 400052 India",+91 98209 07212,,,Indian,4,15,9,2,1,1,2
Sammy Sosa,"18 Meera Tower Ground Floor Andheri Link Road Near SBI ATM, Andheri West, Mumbai 400053 India",+91 22 3969 0965,,,"Italian, Mexican",4.5,267,131,110,21,2,3
Sampan,"Lobby Level Balraj Sahani Road, Mumbai 400049 India",+91 22 6693 4444,742,4452,"Chinese, Asian",4,128,61,42,13,4,5
Samrat Veg Restaurant,"Ground Floor, Prem Court Building, Jamshedji Tata Road, Near Archies Gallery, Churchgate Churchgate Near Archies Gallery, Mumbai 400020 India",+91 22 4213 5402,,,,4.5,675,287,257,60,13,13
samvene Begal Cafe,"Shop No.2,Mith Chowki, Marve Road,Malad w, Orlem, Malad West,, Mumbai 400064 India",+91 95944 22444,,,Asian,4,5,1,4,0,0,0
Samysosa,"Oshiwara, Mumbai 400102 India",+91 22 6527 8722,,,Mexican,4.5,16,7,8,1,0,0
Sancho's,"21, Pali Hill Rd, Union Park, Mumbai 400052 India",+91 98333 73888,,,Mexican,4,17,9,4,2,0,2
Sandeep Gomantak,"135, Bazar Gate, Street Fort, Mumbai 400001 India",+91 22 6504 7941,,,Seafood,4,11,3,6,2,0,0
Sandeep Restaurant & Bar,"Chandra Darshan, Paanch Rasta Mulund West, Mumbai 400080 India",+91 22 2560 3152,,,"Indian, Chinese, Asian",4,14,2,10,2,0,0
Sandwizza,"ABC, Arun Bazaar, Station Road, Near Friendship Saree, Santacruz West, Mumbai 400054 India",+91 22 2634 7777,,,Fast food,4.5,27,17,9,1,0,0
Sandwizza,"3 Kamal Terrace Subhash Road Near Garware House, Vile Parle East, Mumbai 400057 India",+91 22 2649 2589,,,Fast food,4,5,2,2,1,0,0
Sandwizza,"54 Opposite Evershine Dream Park, Mumbai 400101 India",+91 22 2618 4633,,,,4,8,3,3,1,1,0
Sandwizza,"12, Link Palace, Lokhandwala Complex Next to Costa Coffee, Opposite Kamat Club, Andheri West, Mumbai 400053 India",+91 22 6529 9090,,,"Indian, Fast food",4.5,35,16,15,4,0,0
Sangeeta Sweets,"4B, Ground Floor, Vellard View Building, Pedder Road, Opposite Jaslok Hospital, Cumballa Hill, Mumbai 400026 India",+91 98692 57359,,,,4,9,1,7,1,0,0
Sanjay Restuarant,"Chembur Camp Dr C G Road, Mumbai 400074 India",+91 22 3294 7845,,,,5,5,4,1,0,0,0
Sanjhi,"1 Shiv Niwas Near Matruchaya College, Opposite Bank Of Baroda ATM, Dahisar East, Mumbai 400068 India",+91 22 2848 6841,,,"Chinese, Thai",4,9,2,6,1,0,0
Sankalp,"58-61, Ground Floor, Profit Center, Mahavir Nagar, Near Standard Chartered Bank ATM, Kandivali West Mahavir Nagar, Kandivali West, Mumbai 400067 India",+91 22 3256 6577,,,Indian,3.5,29,6,11,8,2,1
San-Qi,"114 Dr E Moses Road 114 Four Seasons Hotel, Mumbai 400008 India",+91 22 2481 8333,,,,4.5,308,156,106,16,10,5
Sanskriti,"Inorbit Mall, 2nd Floor, Link Road, Mindspace, Malad West, Mumbai 400064 India",+91 22 6677 7999,,,"Indian, Fast food",4,13,3,8,1,1,0
Sante Spa Cuisine,"Bandra Kurla Complex Unit No. 6, Ground Floor, First International Financial Centre, G Block BKC, Mumbai 400051 India",+91 91369 62944,,,,4.5,47,28,15,3,0,1
Santoor,"Maker Tower, Near World Trade Centre, Cuffe Parade, Mumbai 400005 India",+91 22 2218 2262,,,"Indian, Asian, Chinese",4,30,4,18,6,1,1
Santosh Lunch Home,"6 Vakola Masjid Lane Santacruz East, Mumbai 400055 India",+91 22 2666 3344,,,Chinese,4.5,8,3,4,1,0,0
Santosh Sagar,"Shop No 6, Matru Ashish, Nepean Sea Road, Napean Sea Road, Mumbai 400036 India",+91 22 2363 1199,,,"Indian, Fast food",4,51,20,16,13,0,2
Sapna Veg Restaurant,"Opposite Nl High School Opposite Nl High School, Mumbai 400064 India",+91 22 2865 3368,,,,3.5,10,2,3,5,0,0
Sapphire,"Lobby Level Juhu Tara Road Emerald Hotel, Juhu, Mumbai 400049 India",+91 22 6714 4000,,,"Indian, Asian, Chinese",4,16,5,9,2,0,0
Sapre Sons,"6 & 7 Jaykar Smruti Building Ground Floor Aarey Road Jayakar Smruti, Near Jain Temple, Goregaon West, Mumbai 400062 India",+91 22 2877 6012,,,Fast food,4.5,12,6,6,0,0,0
Saptami,"Holiday Inn Hotel, Lobby Level, Saki Naka Junction, Andheri Kurla Road, Andheri East, Mumbai 400072 India",+91 22 4085 1800,,,,4.5,337,227,75,20,4,9
Sarangaa,"384, Veer Savarkar Marg near Vijay Sales Prabhadevi, Mumbai 400019 India",+91 89764 76447,,,Indian,5,4,4,0,0,0,0
Sardaarji,"160/A Abbas Compound 29th Road, Mumbai 400050 India",+91 99204 60633,,,Indian,5,3,3,0,0,0,0
SardaarJi,"Juhu Versova Link Road Shop 14, Juhu Ekta CHS, Next to Mohan Medical, Mumbai 400053 India",+91 86555 21999,,,"Indian, Fast food, Street Food",4.5,15,8,6,1,0,0
Sardar Pav Bhaji,"166A, Tardeo Road Junction Opposite Tardeo Bus Depot, Mumbai 400093 India",+91 22 2353 0208,,,"Indian, Fast food",4,220,77,63,51,10,18
Sardar Refreshments,"166a Tardeo Road Junction, Near Kailash Picture Company Private Limited Opposite Bus Depot, Tardeo, Mumbai 400034 India",+91 22 2353 0208,,,"Indian, Fast food",3.5,196,57,67,36,18,16
Saroj Sweets,"14 Malhar Bhuvan Opposite Railway Station, Chembur, Mumbai 400071 India",+91 22 2528 8305,,,Indian,4,26,9,10,5,1,1
Sarovar Pure Veg,"Shop No 3, Anand Sagar Building, T H Kataria Road, Matunga Road, Near Matunga Railway Station, Mahim, Mumbai 400016 India",+91 22 2436 3632,,,Indian,4,8,1,6,1,0,0
Sarovar Pure Veg Restaurant,"Vasanji Lalji Rd, Mumbai 400067 India",+91 22 2801 2876,,,"Chinese, Indian, Cafe, Street Food",5,3,3,0,0,0,0
Sarvi,"184/196 Dimtimkar Road Opposite Nagpada Police Station, Byculla, Mumbai 400008 India",+91 98201 42967,,,Indian,4,38,16,18,2,1,1
Sarvodaya,"5, Vidya Villa 1, Old Nagardas Road, Near Indian Post, Andheri East Andheri East, Mumbai 400053 India",+91 22 2836 1441,,,Indian,4,15,3,8,4,0,0
Sassanian,"98, Marine View Building, 1st Marine Street, Dhobi Talao, Near Gol Masjid, Marine Lines Opposite To Gol Masjid Near Metro Cinema, Anandilal Podar Marg, Dhobi Talao, Mumbai 400002 India",+91 22 2209 8001,,,"Indian, Persian, Cafe, Middle Eastern",4,35,11,15,8,0,1
Satkar Restaurant,"15 Goregaon East Opposite Station, Dream Land Building, Mumbai 400063 India",65729257,,,"Indian, Seafood",4.5,19,13,4,1,0,0
Satkar Rice Plate House,"15, 1st Floor, Dreamland Building Goregaon East, Opposite Railway Station, Near Bus Stop Depo., Mumbai 400063 India",+91 22 6572 9257,,,"Indian, Seafood",4.5,60,31,22,4,3,0
Satkar Veg Restaurant,"Bharatiya Krida Mandir Near Talwalkars Gym, Sahakar Nagar, Wadala, Mumbai 400031 India",+91 22 2412 3167,,,,4,6,1,5,0,0,0
Satnam Golden Fast Food Center,"1/2, Ground Floor, Sai Sumit Building, Mahavir Nagar Near PJ Pancholia High School, Kandivali West, Mumbai 400067 India",+91 22 6588 1757,,,Fast food,4,10,3,6,1,0,0
Savoury Restaurant,"Benazeer House, 14, Gunbow Street, Fort, Mumbai 400001 India",+91 22 4033 4455,,,"Indian, Middle Eastern, Arabic",4,32,9,11,2,1,4
Say Cheese,"Raja Ram Mohan Roy Marg 10 Paras Arcade, Supariwala Estate Near Central Plaza, Mumbai 400004 India",+91 95942 18001,,,"Pizza, Cafe, Fast food",4.5,15,8,5,2,0,0
Say Cheese,"Islam Building Ground Floor Nanabhai Lane Veer Nariman Road, Near Uco Bank, Mumbai 400001 India",+91 88793 01650,,,"Italian, Pizza",4.5,15,8,7,0,0,0
Sbarro,"2nd Floor L B S Marg, Mumbai 400070 India",+91 22 3015 1008,,,"Pizza, Italian, Fast food",4,11,2,6,3,0,0
Sbarro,"12 A Shop No Ground Floor, Mumbai 400030 India",+91 22 6180 1316,,,"Pizza, Italian",4,8,2,5,1,0,0
Sbarro,"3rd Floor L B S Marg, Mumbai 400086 India",+91 22 2438 3939,,,"Italian, Pizza, Fast food",4,56,11,28,13,2,2
Sbarro,"Inorbit Mall, 2nd Floor, Link Road, Mindspace, Malad West, Mumbai 400064 India",+91 22 2518 2156,,,"Italian, Pizza, Fast food",4,22,7,8,5,2,0
Sbarro,"Hypercity, Malad West, Mumbai 400104 India",+91 22 2781 0710,,,"Pizza, Fast food, Italian",4.5,6,4,2,0,0,0
Sbarro,"Inorbit Mall, 1st Floor, Sector 30A, Vashi, Mumbai 400705 India",+91 98927 88337,,,"Italian, Pizza, Fast food",4,23,6,13,3,1,0
Sbarro,"Dr. Annie Besant Rd, Adarsh Nagar, Worli, Mumbai 400018 India",+91 22 2438 3939,,,"Italian, Pizza",3.5,10,2,3,5,0,0
Score Sports Bar and Grill,"107, 1st Floor, Palm Spring, Above Croma, Link Road, Malad West, Mumbai 400064 India",+91 22 2888 4477,,,,4,7,1,5,1,0,0
Scribble Stories,"21 B, Santhal ONGC Complex Opposite Leelavati Hosptial, Reclamation, Bandra West, Mumbai 400050 India",+91 90040 58249,,,"Italian, Indian, Cafe, Fusion",5,3,3,0,0,0,0
Scrumptious,"9 & 10, Everest Apartment, JP Road, Yari Road Versova, Andheri West, Mumbai 400053 India",+91 22 2631 1576,,,"Indian, Cafe",4,17,3,8,6,0,0
Sea Lord Restaurant,"Dr R G Thadani Road Neelam Building, Poddar Hospital, Worli West, Mumbai 400018 India",24927009,,,,4,9,3,5,1,0,0
Sea Lounge,"The Taj Mahal Palace Hotel, 1st Floor, Apollo Bunder, Colaba The Taj Mahal Palace, Mumbai, Mumbai 400001 India",+91 22 6665 3366,,,,4.5,1116,685,256,75,19,18
Sea Side Patio,"960 Juhu Tara Road Citizen Hotel, Juhu Beach, Mumbai 400049 India",+91 22 6693 2525,742,1484,"Chinese, Indian, Bar",5,11,8,2,0,0,0
Seasonal Tastes,"18th Floor Western Express Highway, Mumbai 400063 India",+91 22 6736 1801,,,"Indian, Asian, Street Food",4.5,559,385,125,24,9,5
Secret Spice,"Halmark Building, Vasant Oscar, Lbs Marg, Mulund West Near Golds Gym, Near Nirmal Lifestyle, Mumbai 400080 India",+91 22 2591 1155,,,"Italian, Mexican, Chinese, Indian, Fast food, International, Asian, Thai",3.5,29,6,13,7,1,2
Seeds Of Life,"30b Vora House Pali Mala Road Next to The Bagel Shop, Mumbai 400050 India",+91 96533 36089,,,,5,7,6,1,0,0,0
Seefah,"Khan House, Hill Road 3 Floor, Above McDonald's , Bandra West, Mumbai 400050 India",+91 89288 95952,,,"Japanese, Sushi",4.5,8,5,2,1,0,0
Sequel Bistro & Juice Bar,"47 Dr V B Gandhi Marg Kala Ghoda, Mumbai 400023 India",+91 75065 77710,400,1200,"European, Healthy, Cafe",4,12,3,5,2,1,0
Serenya,"Link Road, Andheri West, Mumbai 400053 India",,,,"Asian, Chinese, Indian, Tibetan",4,14,5,6,2,1,0
Sernya Restaurant,"8 Ashok Enclave Chicholi Bunder, Junction Link Road, Malad West, Mumbai 400064 India",+91 99304 56959,,,Asian,4.5,11,6,4,1,0,0
Seven Kitchens,"Ground Floor 462 Senapati Bapat Marg 462 Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",+91 22 6162 8422,,,"Indian, Sushi, Asian, American, International",4.5,682,484,127,30,9,15
Shaan Chinese Corner,"167 Terminus View Chs Opposite CST Station, Fort, Mumbai 400001 India",+91 22 2262 2460,,,"Chinese, Seafood",4,7,2,3,2,0,0
Shabari,"Tilak Road, Near Santacruz Railway Station, Mumbai 400054 India",+91 22 2600 8888,,,"Indian, Fast food, Asian",4,23,5,14,3,0,0
Shabari Pure Veg,"Sai-Dwar, Oberoi Complex Road, SAB TV Lane, Near State Bank of Mysore, Andheri West, Mumbai 400102 India",+91 22 2633 5566,,,"Indian, Fast food",4,16,3,10,3,0,0
Shabri,"148 Nehru Road, Near Lovely Shoe Company, Mumbai 400057 India",+91 22 2617 7777,,,,4.5,8,3,4,1,0,0
Shabri,"Santacruz Tilak Road, Mumbai 400054 India",26490129,,,"Indian, Fast food, Asian",4,45,14,21,10,0,0
Shahi Durbar,"Carter Road Shop B-Wing, Gagangiri Premises, Mumbai 400050 India",+91 22 3383 6056,,,Indian,5,4,3,1,0,0,0
Shahi Durbar,"3rd Floor Western Express Highway 5 Film City Road, Mumbai 400063 India",+91 98921 24539,,,Indian,4.5,5,3,2,0,0,0
Shahi Pakwan,"1-4, Grishma CHS, Naya Nagar Opposite Shams Masjid, Near Resham Shopping Complex, Mira Road East, Mumbai 401107 India",+91 22 2810 7751,,,"Chinese, Fast food",4.5,8,3,4,1,0,0
Shahnaz,"14 Pathan Manzil Opposite Mahim Church, Mahim, Mumbai 400016 India",+91 22 2446 7576,,,"Chinese, Indian",4,8,1,7,0,0,0
Shake Shop,"Shop no.4, Nebula Co-Operative Housing Society, Cross Road No.4, Lokhandwala Complex, Mumbai 400053 India",+91 22 6050 7888,223,1484,Indian,4,9,2,6,1,0,0
Shalimar,"Vazir Building Bhendi Bazaar Near Jj Hospital, Mumbai 400003 India",+91 22 2345 6630,371,742,"Indian, Asian",4,209,71,97,21,6,9
Shalimar,"Near Bandra Talkies, Linking Road, Bandra West, Mumbai 400050 India",+91 22 2643 9782,,,"Chinese, Seafood, Fast food",4,7,2,4,1,0,0
Shalimar Hotel,"7, Rose Wood Garden, Mira Bhayandar Road, Mira Road East Near Sardar Patel School, Opposite Sivar Garden, Mumbai 401107 India",+91 97699 03380,,,Chinese,4.5,12,5,6,0,1,0
Shalimar Restaurant,"Shop No. 8A, Sag Baug, Andheri Kurla Road, Sakinaka, Next To Times Square, Andheri East, Mumbai 400072 India",+91 22 2851 1142,,,Indian,4.5,7,2,5,0,0,0
Shalimar Restaurant,"J P Road, Opposite Apna Bazar, Mumbai 400058 India",+91 22 2671 9910,,,Indian,4,9,3,5,1,0,0
Shalimar Restaurants,"Shalimar Corner Bhendi Bazar Junction, Mumbai 400003 India",61611546,,,"Indian, Asian",4,61,24,22,8,1,5
Shalom Rooftop Bar & Kitchen,"19th Road Kukreja Arcade, Chembur Gaothan, Chembur East, Mumbai 400074 India",+91 90298 89903,1000,1500,"Italian, Indian, Moroccan, Mediterranean, European",4,7,1,4,2,0,0
Shamiana,"Apollo Bunder, Colaba The Taj Mahal Palace, Mumbai, Mumbai 400001 India",+91 22 6665 3366,800,2000,"American, Indian, International",4,416,188,130,47,17,13
Shamiana Restaurant,"The Taj Mahal Palace Hotel, Premsingh Jethasingh Ramchandani Marg, Near Taj Mahal Hotel, Mumbai 400001 India",,,,,4.5,7,4,1,0,1,0
Shanghai Club,"287 Dr B R Ambedkar Road ITC Grand Central, Mumbai 400067 India",+91 22 6704 5111,1855,7419,"Chinese, Asian",4.5,201,162,22,6,3,5
Shanghai Xpress,"12/C, Samrat Mill Compound Opposite Godrej Colony, Lbs Marg, Vikhroli West, Mumbai 400079 India",+91 22 2579 8519,,,Chinese,4,10,4,4,2,0,0
Sharda Bhavan,"Sharda Bhavan Lakhamsi Nappu Road, Opposite Matunga Railway Station, Mumbai 400019 India",+91 22 2414 1271,,,Indian,4,49,14,28,4,1,2
sharma bhel puri house,"Vile Parle, Mumbai 400056 India",,,,"Indian, Fast food",4,24,10,9,4,1,0
Sharma Bhelpuri house,"MG Road, Vile parle east, Mumbai 400057 India",+91 98215 35561,,,"Indian, Fast food, Asian",4.5,23,13,7,3,0,0
Sharma Chat Bhandar,"Amrapali Shopping Centre, 11, Jvpd Scheme, Vaikunthlal Mehta Road, Opposite Excel Service Station, Vile Parle West, Mumbai 400056 India",+91 93226 61566,,,"Indian, Fast food",4.5,14,5,8,1,0,0
Sheesha,"Linking Road Roof Top, 7th Floor, Above Shoppers Stop, Suburbia Mall, Mumbai 400050 India",+91 22 6677 0555,700,1000,"Lebanese, Indian, Mediterranean, Barbecue, Middle Eastern, Afghani",4,92,24,39,11,7,7
Sheesha Sky Lounge,"Roof Top P2 Raghuvanshi Ml 4th Floor Adjacent To St Regis Hotel Phoenix Mill, Senapati Bapat Marg, Lower Parel,, Mumbai 400013 India",+91 77770 56969,1500,2000,Indian,4,20,11,4,3,1,1
Sheesha Sky Lounge,"Bandra Link Road Above Shoppers Stop, Bandra West, Mumbai 400050 India",+91 22 6677 0555,,,"Indian, Asian",4,35,10,16,6,3,0
Sheetal Bukhara,"Linking Road, Opposite Khar Telephone Exchange Hotel Royal Inn, Mumbai 400052 India",+91 22 2648 7627,,,"Indian, Asian",4,57,15,33,6,0,3
Sheetal Restaurant & Bar,"648 Rajasthan Building Khar Pali Road Rajasthan Building, Near Irish Pub, Khar, Mumbai 400052 India",+91 22 2649 7938,,,"Indian, Asian, Chinese",4.5,15,9,4,1,0,1
Sher-E-Punjab,"264 Shaheed Bhagat Singh Road Ground Floor, Guru Singh Sabha Building, Near The Indian Navy, Mumbai 400001 India",+91 22 2262 1188,,,"Indian, Asian",4.5,113,43,51,9,2,1
Shibuii,"Sham Palace 1st Floor Opposite Mark's & Spencer Hill Road, Mumbai 400050 India",+91 97696 90647,,,Chinese,5,8,6,2,0,0,0
Shikara,"3 Hotel Highway View Navi Mumbai, Mumbai 400705 India",+91 22 4089 9777,742,1484,"Indian, Chinese, Asian",3.5,86,20,37,18,3,7
Shiro,"Wadia International Center, Bombay Dyeing, Pandhurang Budhkar Marg, Lower Parel,, Mumbai 400025 India",+91 22 6651 1207,40,1500,"Japanese, Sushi, Asian, Malaysian",4,102,40,45,8,4,4
Shiv Krishna,"55 Jss Road, Near Royal Opera House Cinema Opera House, Ranchhod Bhuvan, Charni Road, Mumbai 400004 India",+91 22 2382 3966,,,"Indian, Asian",4,30,9,12,6,0,1
Shiv Sagar,"Dharam Prem Apartment 8 Shiv Sagar Nehru Road Near Railway Station Road, Mumbai 400057 India",+91 22 2615 3258,371,742,"Indian, Fast food, Asian",4,150,44,78,24,0,4
Shiv Sagar,"1/D,42 Maharishi Karve Road, Eros Building Ground Floor, Opposite Kamdar Building, Churchgate, Mumbai 400020 India",+91 22 2282 4862,,,,4.5,13,7,4,2,0,0
Shiv Sagar,"Juhu Princess Building Shiv Sagar Ground Floor Near Saraswat Bank Atm Juhu Tara Road Opposite Ramada Plaza Palm Grove Hotel, Mumbai 400056 India",+91 22 2282 4114,,,,4,390,138,188,48,5,8
Shiv Sagar,"Phoenix Market City, LBS Marg, Bandra Kurla Complex, Mumbai 400070 India",+91 22 2600 6318,,,"Indian, Mexican, Chinese, Fast food",3.5,35,9,11,12,0,3
Shiv Sagar,"VN Road 82, Nagin Mahal, Churchgate, Mumbai 400020 India",+91 22 2618 3585,,,,4.5,8,3,5,0,0,0
Shiv Sagar,"193, SV Road, Khar West Opposite New Beauty Center, Mumbai 400052 India",+91 22 6180 1601,,,"Indian, Italian, Chinese, International, Asian",4,17,6,5,6,0,0
Shiv Sagar Fast Food,"32, Juhu Beach, Juhu Near Ramada Plaza Plam Grove, Mumbai 400049 India",+91 76666 64441,,,"Indian, Fast food, Asian",4,30,7,17,3,1,0
Shiv Sagar Restaurant,"16/20 Shyam Kunj Pali Naka Bandra West, Near Gurunanak Garden Pali Naka, Mumbai 400050 India",+91 80661 41045,,,"Indian, Fast food, Asian",4,15,4,10,1,0,0
Shiv Sagar Restaurant,"97/98-A August Kranti Marg Marshall Apartment, Govalia Tank, Mumbai 400036 India",23804541,,,"Indian, Chinese",4,51,15,25,9,1,0
Shiv Sagar Veg Restaurant,"Senapati Bapat Marg 9, Times Tower, Kamala Mills, Mumbai 400013 India",+91 22 6666 6070,,,Indian,4,6,2,3,1,0,0
Shiva Sagar,"Ram Maruti Road Near Pappilon Digitek, Naupada, Mumbai 400602 India",+91 22 3015 1669,,,"Chinese, Fast food",4,9,2,5,1,1,0
Shivala,"117/119 Walchand Hirachand Marg Near C.S.T. Station, Fort, Mumbai 400001 India",+91 22 2262 6764,,,"Indian, Asian, Chinese",4,46,12,22,7,0,1
Shivsagar Restaurant,"82 Veer Nariman Road Nagin Mahal, Church Gate, Mumbai 400020 India",+91 22 2612 0370,,,"Indian, Asian",4,107,31,50,17,5,2
Shivsagar Restaurant,"Juhu Tara Road Opposite Ramada Palm Grove, Juhu, Mumbai 400049 India",22824862,,,"Indian, Fast food, Asian",4,42,13,19,9,0,1
Shizusan,"F-97 Phoenix Marketcity, near Kurla Fire Station,, Mumbai 400070 India",+91 70456 60690,,,Asian,4.5,6,4,2,0,0,0
Shizusan,"Skyzone, Highstreet Phoenix, 462, Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",+91 70450 04138,,,"Chinese, Japanese, Sushi, Asian",4,76,21,40,9,1,5
Shloka Dining Bar,"1/4, Bhanu Apartment, Veena Nagar, LBS Marg Opposite Runwal Anthorium, Mulund West, Mumbai 400080 India",+91 22 6109 4574,,,"Indian, Chinese",4,20,3,14,3,0,0
Shobha,"160/162 Shrinath Building Lj Road Near Hinduja Hospital, Mahim, Mumbai 400016 India",+91 22 2444 0326,,,"Indian, Asian",3.5,31,1,17,12,1,0
shoppers stop,"211 D,Suburbai Mall,S V Road,Bandra West, Linking Road, Mumbai 400050 India",+91 22 4249 2109,,,,3.5,22,6,7,4,0,3
Shree Datta Snacks and Sweets,"5 & 7, Shwet Sagar Building, Liberty Garden, Malad West, Mumbai 400064 India",+91 91674 48638,,,Fast food,4,13,3,8,0,0,2
Shree Gangour Sweets,"14, Juhu Supreme Shopping Centre, Gulmohar Cross Road, Near Copper Chimni, Juhu, Mumbai 400049 India",+91 22 2670 3889,,,"Indian, Fast food",3.5,31,6,17,5,0,3
